Date,Employee_Name,unit_code,product_name,Số lượng xuất,province
2024-02-16,Cô Chi Nguyễn,công ty TNHH Một Thành Viên 123,đèn LED tròn,82,Đà Nẵng
2024-02-12,Linh Bùi,công ty TNHH ABC,đèn LED tròn,33,Cần Thơ
2024-01-10,Ngọc Hoàng,công ty TNHH Một Thành Viên 123,đèn bàn học,3,Hà Nội
2024-06-09,Duyên Trần,công ty cổ phần XYZ,đèn cảm ứng,99,Hà Nội
2024-04-18,Nhật Hải Phạm,công ty TNHH Một Thành Viên 123,đèn cảm ứng,95,Đà Nẵng
2024-11-01,Nhật Tấn Bùi,công ty TNHH ABC,đèn cảm ứng,83,Hà Nội
2024-04-11,Hương Phạm,công ty TNHH Một Thành Viên 123,đèn LED tròn,54,Hà Nội
2024-12-08,Cô Hạnh Mai,công ty cổ phần XYZ,đèn bàn học,78,Đà Nẵng
2024-08-24,Cô Bảo Bùi,công ty TNHH Một Thành Viên 123,đèn LED tròn,33,Hà Nội
2024-05-05,Ông Huy Vũ,công ty TNHH Một Thành Viên 123,đèn LED tròn,16,Đà Nẵng
2024-12-02,Chị Nhật Bùi,công ty TNHH ABC,đèn cảm ứng,76,Đà Nẵng
2024-10-27,Ánh Hoàng,công ty cổ phần XYZ,đèn bàn học,93,TP Hồ Chí Minh
2024-12-07,Quý cô Hải Mai,công ty cổ phần XYZ,đèn LED tròn,35,TP Hồ Chí Minh
2024-03-01,Yến Lê,công ty cổ phần XYZ,đèn LED tròn,7,TP Hồ Chí Minh
2024-09-30,Cô Thảo Hoàng,công ty TNHH ABC,đèn LED âm trần,24,Cần Thơ
2024-09-28,Ông Tú Vũ,công ty TNHH Một Thành Viên 123,đèn LED tròn,49,Cần Thơ
2024-05-13,Duyên Mai,công ty TNHH Một Thành Viên 123,đèn LED tròn,96,TP Hồ Chí Minh
2024-10-16,Vi Đặng,công ty cổ phần XYZ,đèn bàn học,98,Đà Nẵng
2024-10-20,Ông Khoa Lê,công ty TNHH Một Thành Viên 123,đèn LED tròn,65,Cần Thơ
2024-02-20,Phương Vũ,công ty cổ phần XYZ,đèn LED tròn,65,TP Hồ Chí Minh
2024-10-17,Bà Kim Nguyễn,công ty cổ phần XYZ,đèn cảm ứng,28,TP Hồ Chí Minh
2024-08-15,Anh Nhiên Bùi,công ty TNHH Một Thành Viên 123,đèn cảm ứng,55,Hà Nội
2025-02-17,Quang Xuân Vũ,công ty TNHH ABC,đèn LED âm trần,51,Cần Thơ
2024-09-25,Khoa Mai Lê,công ty TNHH Một Thành Viên 123,đèn LED tròn,6,Cần Thơ
2024-08-07,Quý cô Hồng Hoàng,công ty TNHH Một Thành Viên 123,đèn LED tròn,52,Hà Nội
2024-12-30,Lâm Đặng,công ty cổ phần XYZ,đèn LED âm trần,60,TP Hồ Chí Minh
2024-04-11,Mai Dương,công ty cổ phần XYZ,đèn LED âm trần,78,Đà Nẵng
2024-12-19,Minh Vũ,công ty TNHH ABC,đèn LED tròn,88,TP Hồ Chí Minh
2024-11-29,Cô Thảo Mai,công ty TNHH Một Thành Viên 123,đèn LED âm trần,24,Hà Nội
2024-08-08,Tú Mai Vũ,công ty TNHH ABC,đèn LED tròn,83,Cần Thơ
2024-02-28,Bà Ngọc Hoàng,công ty cổ phần XYZ,đèn LED âm trần,37,Cần Thơ
2024-08-09,Bà Kim Phạm,công ty TNHH ABC,đèn cảm ứng,38,Cần Thơ
2024-03-24,Linh Trần,công ty cổ phần XYZ,đèn bàn học,18,Đà Nẵng
2025-01-17,Duyên Vũ,công ty TNHH Một Thành Viên 123,đèn LED âm trần,26,TP Hồ Chí Minh
2024-09-04,Bà Lâm Mai,công ty TNHH Một Thành Viên 123,đèn cảm ứng,25,Hà Nội
2024-07-06,Thành Phú Hoàng,công ty TNHH Một Thành Viên 123,đèn LED âm trần,7,Hà Nội
2025-01-01,Hưng Quang Phạm,công ty TNHH ABC,đèn LED tròn,31,Cần Thơ
2024-01-07,Bà Vi Hoàng,công ty cổ phần XYZ,đèn LED tròn,32,Hà Nội
2024-11-13,Vân Trần,công ty TNHH Một Thành Viên 123,đèn cảm ứng,12,Hà Nội
2024-10-24,Bà Hạnh Nguyễn,công ty TNHH Một Thành Viên 123,đèn cảm ứng,70,Đà Nẵng
2024-09-29,Bảo Mai Bảo Nguyễn,công ty TNHH ABC,đèn bàn học,43,Cần Thơ
2024-12-04,Hà Lê,công ty cổ phần XYZ,đèn bàn học,41,Đà Nẵng
2024-11-07,Hà Vũ,công ty cổ phần XYZ,đèn cảm ứng,14,Hà Nội
2024-01-24,Phương Dương,công ty TNHH ABC,đèn LED âm trần,28,TP Hồ Chí Minh
2025-02-11,Kim Dương,công ty TNHH Một Thành Viên 123,đèn LED tròn,21,Cần Thơ
2025-03-20,Hà Xuân Bùi,công ty TNHH Một Thành Viên 123,đèn LED tròn,30,TP Hồ Chí Minh
2024-10-04,Bảo Hải Hoàng,công ty cổ phần XYZ,đèn cảm ứng,86,Cần Thơ
2024-05-01,Chị Ngọc Trần,công ty cổ phần XYZ,đèn LED âm trần,100,Đà Nẵng
2024-06-21,Ông Trung Trần,công ty cổ phần XYZ,đèn LED tròn,94,Đà Nẵng
2024-02-08,Hưng Tấn Mai,công ty cổ phần XYZ,đèn cảm ứng,76,Cần Thơ
2024-04-09,Chị Mai Đặng,công ty TNHH Một Thành Viên 123,đèn cảm ứng,12,TP Hồ Chí Minh
2024-03-29,Linh Trần,công ty TNHH ABC,đèn bàn học,50,Đà Nẵng
2025-02-28,Huy Hoàng,công ty TNHH Một Thành Viên 123,đèn LED âm trần,47,TP Hồ Chí Minh
2024-04-03,Thành Đặng,công ty TNHH ABC,đèn cảm ứng,57,TP Hồ Chí Minh
2024-01-10,An Hải Lê,công ty TNHH Một Thành Viên 123,đèn LED tròn,49,Cần Thơ
2024-07-20,Vũ Mai Bùi,công ty TNHH ABC,đèn bàn học,28,Đà Nẵng
2024-10-02,Quý cô An Dương,công ty TNHH Một Thành Viên 123,đèn bàn học,26,TP Hồ Chí Minh
2024-03-24,Quý cô Nhật Trần,công ty TNHH ABC,đèn LED tròn,52,TP Hồ Chí Minh
2024-08-18,Ánh Mai,công ty TNHH Một Thành Viên 123,đèn LED âm trần,56,Hà Nội
2024-11-14,Ánh Vũ,công ty TNHH Một Thành Viên 123,đèn cảm ứng,20,TP Hồ Chí Minh
2024-05-10,Tùng Trần,công ty cổ phần XYZ,đèn cảm ứng,62,TP Hồ Chí Minh
2024-11-14,Mai Bùi,công ty TNHH Một Thành Viên 123,đèn LED tròn,63,Đà Nẵng
2025-02-15,Tùng Đức Trần,công ty cổ phần XYZ,đèn cảm ứng,48,Cần Thơ
2024-06-15,Minh Trí Trần,công ty TNHH Một Thành Viên 123,đèn bàn học,27,Cần Thơ
2024-11-30,Lâm Đặng,công ty cổ phần XYZ,đèn LED tròn,2,TP Hồ Chí Minh
2024-03-22,Bà Dương Đặng,công ty cổ phần XYZ,đèn LED tròn,38,Đà Nẵng
2024-02-07,Anh Châu Mai,công ty cổ phần XYZ,đèn cảm ứng,49,TP Hồ Chí Minh
2024-11-14,Nam Đức Hoàng,công ty TNHH ABC,đèn cảm ứng,90,Cần Thơ
2025-02-27,Mai Lê,công ty cổ phần XYZ,đèn bàn học,27,Hà Nội
2025-01-13,Bác Dũng Đặng,công ty TNHH Một Thành Viên 123,đèn LED âm trần,47,Đà Nẵng
2024-05-19,Duyên Đặng,công ty TNHH ABC,đèn LED tròn,59,Hà Nội
2024-09-12,Cô Khoa Mai,công ty cổ phần XYZ,đèn cảm ứng,78,Cần Thơ
2025-02-24,Chị Thảo Dương,công ty TNHH Một Thành Viên 123,đèn bàn học,61,Hà Nội
2025-01-11,Quý ông Khoa Mai,công ty TNHH Một Thành Viên 123,đèn LED tròn,68,Cần Thơ
2024-09-10,Cô Vi Lê,công ty TNHH ABC,đèn LED âm trần,5,Cần Thơ
2024-10-07,Cô Vân Phạm,công ty TNHH Một Thành Viên 123,đèn LED âm trần,74,Cần Thơ
2024-04-08,Quý ông Quang Trần,công ty TNHH Một Thành Viên 123,đèn LED âm trần,6,TP Hồ Chí Minh
2024-08-28,Cô Thành Bùi,công ty TNHH Một Thành Viên 123,đèn LED âm trần,63,TP Hồ Chí Minh
2024-07-04,Khoa Mai Mai,công ty TNHH ABC,đèn LED tròn,73,Cần Thơ
2024-01-15,Thành Quang Nguyễn,công ty TNHH Một Thành Viên 123,đèn LED âm trần,32,Cần Thơ
2024-12-27,Ông Trọng Phạm,công ty TNHH ABC,đèn cảm ứng,35,Hà Nội
2024-08-06,An Mai,công ty TNHH Một Thành Viên 123,đèn LED âm trần,66,TP Hồ Chí Minh
2024-07-29,Anh Trọng Dương,công ty TNHH Một Thành Viên 123,đèn cảm ứng,89,Đà Nẵng
2024-08-10,Bác Quang Bùi,công ty TNHH Một Thành Viên 123,đèn LED âm trần,50,Đà Nẵng
2024-06-26,Trọng Mai Trần,công ty cổ phần XYZ,đèn cảm ứng,38,Cần Thơ
2025-01-31,Cô Xuân Mai,công ty TNHH ABC,đèn bàn học,66,TP Hồ Chí Minh
2025-02-04,Quý cô Ánh Phạm,công ty TNHH ABC,đèn bàn học,85,TP Hồ Chí Minh
2024-01-12,Ông Trọng Mai,công ty TNHH Một Thành Viên 123,đèn LED tròn,87,Đà Nẵng
2024-08-03,Bảo Mai,công ty TNHH ABC,đèn LED tròn,58,TP Hồ Chí Minh
2025-03-26,Huy Lê,công ty cổ phần XYZ,đèn LED tròn,7,Đà Nẵng
2024-09-23,Hưng Trần,công ty TNHH Một Thành Viên 123,đèn LED âm trần,16,Cần Thơ
2024-03-03,Dũng Văn Mai,công ty cổ phần XYZ,đèn LED tròn,84,Đà Nẵng
2024-10-05,Chị Thảo Phạm,công ty cổ phần XYZ,đèn bàn học,84,TP Hồ Chí Minh
2024-11-17,Hương Đặng,công ty TNHH Một Thành Viên 123,đèn bàn học,35,Hà Nội
2024-08-17,Nhật Quang Hoàng,công ty TNHH Một Thành Viên 123,đèn LED tròn,88,Đà Nẵng
2024-06-02,Châu Hải Phạm,công ty TNHH ABC,đèn LED âm trần,93,Cần Thơ
2024-09-17,Ông Tùng Hoàng,công ty TNHH ABC,đèn bàn học,9,TP Hồ Chí Minh
2024-02-05,Quang Đức Bùi,công ty TNHH ABC,đèn cảm ứng,7,Đà Nẵng
2024-06-12,Hà Nguyễn,công ty TNHH ABC,đèn cảm ứng,64,Đà Nẵng
2024-02-17,Bà Lâm Hoàng,công ty cổ phần XYZ,đèn LED tròn,83,Cần Thơ
2024-12-30,Dũng Đặng,công ty TNHH ABC,đèn LED tròn,44,TP Hồ Chí Minh
2025-02-22,Chị Kim Dương,công ty TNHH Một Thành Viên 123,đèn bàn học,14,Hà Nội
2024-07-12,Chị Hải Nguyễn,công ty TNHH Một Thành Viên 123,đèn cảm ứng,74,Đà Nẵng
2024-06-14,Nhật Đặng,công ty TNHH ABC,đèn LED tròn,46,Đà Nẵng
2024-07-04,Vi Bùi,công ty TNHH ABC,đèn bàn học,11,Đà Nẵng
2025-01-30,Vũ Bùi,công ty cổ phần XYZ,đèn LED âm trần,20,Cần Thơ
2024-07-16,Nhiên Quang Lê,công ty TNHH Một Thành Viên 123,đèn LED tròn,44,Đà Nẵng
2024-09-14,Khoa Nguyễn,công ty cổ phần XYZ,đèn LED âm trần,63,Cần Thơ
2024-02-20,Khoa Đức Nguyễn,công ty TNHH Một Thành Viên 123,đèn LED tròn,68,TP Hồ Chí Minh
2025-04-09,Hà Đức Trần,công ty TNHH ABC,đèn cảm ứng,68,Đà Nẵng
2025-02-22,Quý cô Bảo Phạm,công ty TNHH Một Thành Viên 123,đèn LED âm trần,75,Hà Nội
2024-08-06,Phương Bùi,công ty cổ phần XYZ,đèn cảm ứng,16,TP Hồ Chí Minh
2024-11-02,Bác Anh Vũ,công ty cổ phần XYZ,đèn LED âm trần,94,Đà Nẵng
2024-12-16,Dũng Nguyễn,công ty TNHH Một Thành Viên 123,đèn LED âm trần,18,Đà Nẵng
2024-01-12,Vũ Bảo Lê,công ty TNHH Một Thành Viên 123,đèn LED âm trần,46,Đà Nẵng
2024-09-30,Thảo Đặng,công ty cổ phần XYZ,đèn cảm ứng,59,Cần Thơ
2024-09-14,Minh Dương,công ty cổ phần XYZ,đèn LED âm trần,66,Cần Thơ
2024-05-18,Bà Mai Phạm,công ty cổ phần XYZ,đèn LED tròn,94,TP Hồ Chí Minh
2024-02-27,Cô Lan Nguyễn,công ty TNHH Một Thành Viên 123,đèn bàn học,2,Đà Nẵng
2024-05-09,Thành Vũ,công ty TNHH ABC,đèn LED tròn,18,Hà Nội
2024-12-05,Chị Nhật Bùi,công ty cổ phần XYZ,đèn LED âm trần,14,Hà Nội
2024-06-02,Ông Huy Vũ,công ty TNHH Một Thành Viên 123,đèn LED âm trần,21,Đà Nẵng
2024-03-15,Bà An Hoàng,công ty cổ phần XYZ,đèn LED âm trần,44,Đà Nẵng
2025-02-11,Minh Hoàng Lê,công ty TNHH ABC,đèn LED tròn,87,Đà Nẵng
